Retailer,Region,State,City,Product,Price per Unit,Units Sold,Operating Profit,Operating Margin,Sales Method,Month,Year,Day,Season,Correct Total Sales,,,,,,,
Foot Locker,Northeast,Maryland,Baltimore,Women's Apparel,55,300,4950,0.3,In-store,June,2021,22,Summer,16500,,,,,,,
Foot Locker,Northeast,Maryland,Baltimore,Men's Street Footwear,50,525,10500,0.4,In-store,July,2021,20,Summer,26250,,,,,,,
Foot Locker,Northeast,Maryland,Baltimore,Women's Athletic Footwear,50,75,1312.5,0.35,In-store,October,2021,22,Autumn,3750,,,,,,,
Foot Locker,Northeast,Maryland,Baltimore,Men's Apparel,60,75,1350,0.3,In-store,October,2021,22,Autumn,4500,,,,,,,
Foot Locker,Northeast,Maryland,Baltimore,Women's Apparel,65,200,3900,0.3,In-store,October,2021,22,Autumn,13000,,,,,,,
Foot Locker,Northeast,Maryland,Baltimore,Men's Street Footwear,60,350,8400,0.4,In-store,November,2021,21,Autumn,21000,,,,,,,
Foot Locker,Northeast,Maryland,Baltimore,Men's Athletic Footwear,50,175,3062.5,0.35,In-store,November,2021,21,Autumn,8750,,,,,,,
Foot Locker,Northeast,Maryland,Baltimore,Women's Street Footwear,50,170,2975,0.35,In-store,November,2021,21,Autumn,8500,,,,,,,
Foot Locker,Northeast,Maryland,Baltimore,Women's Athletic Footwear,50,150,2625,0.35,In-store,November,2021,21,Autumn,7500,,,,,,,
Foot Locker,Northeast,Maryland,Baltimore,Men's Apparel,60,125,2250,0.3,In-store,November,2021,21,Autumn,7500,,,,,,,
Foot Locker,Northeast,Maryland,Baltimore,Women's Apparel,65,225,4387.5,0.3,In-store,November,2021,21,Autumn,14625,,,,,,,
Foot Locker,Northeast,Maryland,Baltimore,Men's Street Footwear,60,450,10800,0.4,In-store,December,2021,20,Winter,27000,,,,,,,
Foot Locker,Northeast,Maryland,Baltimore,Men's Athletic Footwear,50,250,4375,0.35,In-store,December,2021,20,Winter,12500,,,,,,,
Foot Locker,Northeast,Maryland,Baltimore,Women's Street Footwear,50,225,3937.5,0.35,In-store,December,2021,20,Winter,11250,,,,,,,
Foot Locker,Northeast,Maryland,Baltimore,Women's Athletic Footwear,50,175,3062.5,0.35,In-store,December,2021,20,Winter,8750,,,,,,,
Foot Locker,Northeast,Maryland,Baltimore,Men's Apparel,60,175,3150,0.3,In-store,December,2021,20,Winter,10500,,,,,,,
Foot Locker,Northeast,Maryland,Baltimore,Women's Apparel,65,275,5362.5,0.3,In-store,December,2021,20,Winter,17875,,,,,,,
Foot Locker,Northeast,Maryland,Baltimore,Men's Street Footwear,40,525,7350,0.35,In-store,January,2021,17,Winter,21000,,,,,,,
Foot Locker,Northeast,Maryland,Baltimore,Men's Athletic Footwear,40,325,4550,0.35,In-store,January,2021,17,Winter,13000,,,,,,,
Foot Locker,Northeast,Maryland,Baltimore,Women's Street Footwear,30,325,3900,0.4,In-store,January,2021,17,Winter,9750,,,,,,,
Foot Locker,Northeast,Maryland,Baltimore,Women's Athletic Footwear,35,175,2450,0.4,In-store,January,2021,17,Winter,6125,,,,,,,
Foot Locker,Northeast,Maryland,Baltimore,Men's Apparel,50,225,3375,0.3,In-store,January,2021,17,Winter,11250,,,,,,,
Foot Locker,Northeast,Maryland,Baltimore,Women's Apparel,40,325,5200,0.4,In-store,January,2021,17,Winter,13000,,,,,,,
Foot Locker,Northeast,Maryland,Baltimore,Men's Street Footwear,40,575,8050,0.35,In-store,February,2021,15,Winter,23000,,,,,,,
Foot Locker,Northeast,Maryland,Baltimore,Men's Athletic Footwear,40,225,3150,0.35,In-store,February,2021,15,Winter,9000,,,,,,,
Foot Locker,Northeast,Maryland,Baltimore,Women's Street Footwear,30,275,3300,0.4,In-store,February,2021,15,Winter,8250,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Women's Athletic Footwear,35,150,2100,0.4,In-store,February,2021,15,Winter,5250,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Men's Apparel,50,225,3375,0.3,In-store,February,2021,15,Winter,11250,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Women's Apparel,40,325,5200,0.4,In-store,February,2021,15,Winter,13000,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Men's Street Footwear,40,545,7630,0.35,In-store,March,2021,13,Spring,21800,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Men's Athletic Footwear,40,250,3500,0.35,In-store,March,2021,13,Spring,10000,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Women's Street Footwear,30,275,3300,0.4,In-store,March,2021,13,Spring,8250,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Women's Athletic Footwear,35,125,1750,0.4,In-store,March,2021,13,Spring,4375,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Men's Apparel,50,175,2625,0.3,In-store,March,2021,13,Spring,8750,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Women's Apparel,40,275,4400,0.4,In-store,March,2021,13,Spring,11000,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Men's Street Footwear,40,525,7350,0.35,In-store,April,2021,14,Spring,21000,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Men's Athletic Footwear,40,225,3150,0.35,In-store,April,2021,14,Spring,9000,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Women's Street Footwear,30,225,2700,0.4,In-store,April,2021,14,Spring,6750,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Women's Athletic Footwear,35,150,2100,0.4,In-store,April,2021,14,Spring,5250,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Men's Apparel,50,150,2250,0.3,In-store,April,2021,14,Spring,7500,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Women's Apparel,40,300,4800,0.4,In-store,April,2021,14,Spring,12000,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Men's Street Footwear,55,570,10972.5,0.35,In-store,May,2021,13,Spring,31350,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Men's Athletic Footwear,50,275,4812.5,0.35,In-store,May,2021,13,Spring,13750,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Women's Street Footwear,45,300,5400,0.4,In-store,May,2021,13,Spring,13500,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Women's Athletic Footwear,45,250,4500,0.4,In-store,May,2021,13,Spring,11250,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Men's Apparel,55,275,4537.5,0.3,In-store,May,2021,13,Spring,15125,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Women's Apparel,60,400,9600,0.4,In-store,May,2021,13,Spring,24000,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Men's Street Footwear,55,650,12512.5,0.35,In-store,June,2021,15,Summer,35750,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Men's Athletic Footwear,50,400,7000,0.35,In-store,June,2021,15,Summer,20000,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Women's Street Footwear,45,325,5850,0.4,In-store,June,2021,15,Summer,14625,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Women's Athletic Footwear,45,300,5400,0.4,In-store,June,2021,15,Summer,13500,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Men's Apparel,55,300,4950,0.3,In-store,June,2021,15,Summer,16500,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Women's Apparel,60,450,10800,0.4,In-store,June,2021,15,Summer,27000,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Men's Street Footwear,55,675,12993.75,0.35,In-store,July,2021,13,Summer,37125,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Men's Athletic Footwear,50,425,7437.5,0.35,In-store,July,2021,13,Summer,21250,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Women's Street Footwear,45,350,6300,0.4,In-store,July,2021,13,Summer,15750,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Women's Athletic Footwear,45,300,5400,0.4,In-store,July,2021,13,Summer,13500,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Men's Apparel,55,325,5362.5,0.3,In-store,July,2021,13,Summer,17875,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Women's Apparel,60,500,12000,0.4,In-store,July,2021,13,Summer,30000,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Men's Street Footwear,55,650,12512.5,0.35,In-store,August,2021,14,Summer,35750,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Men's Athletic Footwear,50,425,7437.5,0.35,In-store,August,2021,14,Summer,21250,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Women's Street Footwear,45,350,6300,0.4,In-store,August,2021,14,Summer,15750,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Women's Athletic Footwear,45,250,4500,0.4,In-store,August,2021,14,Summer,11250,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Men's Apparel,55,225,3712.5,0.3,In-store,August,2021,14,Summer,12375,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Women's Apparel,60,400,9600,0.4,In-store,August,2021,14,Summer,24000,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Men's Street Footwear,55,525,10106.25,0.35,In-store,September,2021,13,Autumn,28875,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Men's Athletic Footwear,50,325,5687.5,0.35,In-store,September,2021,13,Autumn,16250,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Women's Street Footwear,45,225,4050,0.4,In-store,September,2021,13,Autumn,10125,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Women's Athletic Footwear,45,200,3600,0.4,In-store,September,2021,13,Autumn,9000,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Men's Apparel,55,200,3300,0.3,In-store,September,2021,13,Autumn,11000,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Women's Apparel,60,300,7200,0.4,In-store,September,2021,13,Autumn,18000,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Men's Street Footwear,60,475,9975,0.35,In-store,October,2021,15,Autumn,28500,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Men's Athletic Footwear,55,300,5775,0.35,In-store,October,2021,15,Autumn,16500,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Women's Street Footwear,55,200,4400,0.4,In-store,October,2021,15,Autumn,11000,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Women's Athletic Footwear,55,175,3850,0.4,In-store,October,2021,15,Autumn,9625,,,,,,,
Foot Locker,Northeast,Delaware,Wilmington,Men's Apparel,65,175,3412.5,0.3,In-store,October,2021,15,Autumn,11375,,,,,,,
Foot Locker,Northeast,Connecticut,Hartford,Women's Apparel,70,275,6737.5,0.35,In-store,October,2021,5,Autumn,19250,,,,,,,
Foot Locker,Northeast,Connecticut,Hartford,Men's Street Footwear,65,425,11050,0.4,In-store,November,2021,4,Autumn,27625,,,,,,,
Foot Locker,Northeast,Connecticut,Hartford,Men's Athletic Footwear,55,300,6600,0.4,In-store,November,2021,4,Autumn,16500,,,,,,,
Foot Locker,Northeast,Connecticut,Hartford,Women's Street Footwear,55,295,4867.5,0.3,In-store,November,2021,4,Autumn,16225,,,,,,,
Foot Locker,Northeast,Connecticut,Hartford,Women's Athletic Footwear,55,275,4537.5,0.3,In-store,November,2021,4,Autumn,15125,,,,,,,
Foot Locker,Northeast,Connecticut,Hartford,Men's Apparel,65,250,4875,0.3,In-store,November,2021,4,Autumn,16250,,,,,,,
Foot Locker,Northeast,Connecticut,Hartford,Women's Apparel,70,350,8575,0.35,In-store,November,2021,4,Autumn,24500,,,,,,,
Foot Locker,Northeast,Connecticut,Hartford,Men's Street Footwear,65,575,14950,0.4,In-store,December,2021,3,Winter,37375,,,,,,,
Foot Locker,Northeast,Connecticut,Hartford,Men's Athletic Footwear,55,375,8250,0.4,In-store,December,2021,3,Winter,20625,,,,,,,
Foot Locker,Northeast,Connecticut,Hartford,Women's Street Footwear,55,350,5775,0.3,In-store,December,2021,3,Winter,19250,,,,,,,
Foot Locker,Northeast,Connecticut,Hartford,Women's Athletic Footwear,55,300,4950,0.3,In-store,December,2021,3,Winter,16500,,,,,,,
Foot Locker,Northeast,Connecticut,Hartford,Men's Apparel,65,300,5850,0.3,In-store,December,2021,3,Winter,19500,,,,,,,
Foot Locker,Northeast,Connecticut,Hartford,Women's Apparel,70,400,9800,0.35,In-store,December,2021,3,Winter,28000,,,,,,,
Foot Locker,Northeast,Connecticut,Hartford,Men's Street Footwear,35,425,5206.25,0.35,In-store,January,2021,10,Winter,14875,,,,,,,
Foot Locker,Northeast,Connecticut,Hartford,Men's Athletic Footwear,35,225,2756.25,0.35,In-store,January,2021,10,Winter,7875,,,,,,,
Foot Locker,Northeast,Connecticut,Hartford,Women's Street Footwear,25,225,2250,0.4,In-store,January,2021,10,Winter,5625,,,,,,,
Foot Locker,Northeast,Connecticut,Hartford,Women's Athletic Footwear,30,75,900,0.4,In-store,January,2021,10,Winter,2250,,,,,,,
Foot Locker,Northeast,Connecticut,Hartford,Men's Apparel,45,125,1687.5,0.3,In-store,January,2021,10,Winter,5625,,,,,,,
Foot Locker,Northeast,Connecticut,Hartford,Women's Apparel,35,225,3150,0.4,In-store,January,2021,10,Winter,7875,,,,,,,
Foot Locker,Northeast,Connecticut,Hartford,Men's Street Footwear,35,475,5818.75,0.35,In-store,February,2021,8,Winter,16625,,,,,,,
Foot Locker,Northeast,Connecticut,Hartford,Men's Athletic Footwear,35,125,1531.25,0.35,In-store,February,2021,8,Winter,4375,,,,,,,
Foot Locker,Northeast,Connecticut,Hartford,Women's Street Footwear,25,175,1750,0.4,In-store,February,2021,8,Winter,4375,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Women's Athletic Footwear,30,50,600,0.4,In-store,February,2021,8,Winter,1500,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Men's Apparel,45,125,1687.5,0.3,In-store,February,2021,8,Winter,5625,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Women's Apparel,35,225,3150,0.4,In-store,February,2021,8,Winter,7875,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Men's Street Footwear,35,445,5451.25,0.35,In-store,March,2021,6,Spring,15575,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Men's Athletic Footwear,35,150,1837.5,0.35,In-store,March,2021,6,Spring,5250,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Women's Street Footwear,25,175,1750,0.4,In-store,March,2021,6,Spring,4375,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Women's Athletic Footwear,30,25,300,0.4,In-store,March,2021,6,Spring,750,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Men's Apparel,45,75,1012.5,0.3,In-store,March,2021,6,Spring,3375,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Women's Apparel,35,175,2450,0.4,In-store,March,2021,6,Spring,6125,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Men's Street Footwear,35,425,5206.25,0.35,In-store,April,2021,7,Spring,14875,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Men's Athletic Footwear,35,125,1531.25,0.35,In-store,April,2021,7,Spring,4375,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Women's Street Footwear,25,125,1250,0.4,In-store,April,2021,7,Spring,3125,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Women's Athletic Footwear,30,50,600,0.4,In-store,April,2021,7,Spring,1500,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Men's Apparel,45,50,675,0.3,In-store,April,2021,7,Spring,2250,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Women's Apparel,35,200,2800,0.4,In-store,April,2021,7,Spring,7000,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Men's Street Footwear,50,470,8225,0.35,In-store,May,2021,6,Spring,23500,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45,175,2756.25,0.35,In-store,May,2021,6,Spring,7875,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Women's Street Footwear,40,200,3200,0.4,In-store,May,2021,6,Spring,8000,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40,150,2400,0.4,In-store,May,2021,6,Spring,6000,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Men's Apparel,50,175,2625,0.3,In-store,May,2021,6,Spring,8750,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Women's Apparel,55,300,6600,0.4,In-store,May,2021,6,Spring,16500,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Men's Street Footwear,50,550,9625,0.35,In-store,June,2021,8,Summer,27500,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45,300,4725,0.35,In-store,June,2021,8,Summer,13500,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Women's Street Footwear,40,225,3600,0.4,In-store,June,2021,8,Summer,9000,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40,200,3200,0.4,In-store,June,2021,8,Summer,8000,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Men's Apparel,50,200,3000,0.3,In-store,June,2021,8,Summer,10000,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Women's Apparel,55,350,7700,0.4,In-store,June,2021,8,Summer,19250,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Men's Street Footwear,50,575,10062.5,0.35,In-store,July,2021,6,Summer,28750,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45,325,5118.75,0.35,In-store,July,2021,6,Summer,14625,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Women's Street Footwear,40,250,4000,0.4,In-store,July,2021,6,Summer,10000,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40,200,3200,0.4,In-store,July,2021,6,Summer,8000,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Men's Apparel,50,225,3375,0.3,In-store,July,2021,6,Summer,11250,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Women's Apparel,55,400,8800,0.4,In-store,July,2021,6,Summer,22000,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Men's Street Footwear,50,550,9625,0.35,In-store,August,2021,7,Summer,27500,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45,325,5118.75,0.35,In-store,August,2021,7,Summer,14625,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Women's Street Footwear,40,250,4000,0.4,In-store,August,2021,7,Summer,10000,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40,150,2400,0.4,In-store,August,2021,7,Summer,6000,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Men's Apparel,50,125,1875,0.3,In-store,August,2021,7,Summer,6250,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Women's Apparel,55,300,6600,0.4,In-store,August,2021,7,Summer,16500,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Men's Street Footwear,50,425,7437.5,0.35,In-store,September,2021,6,Autumn,21250,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45,225,3543.75,0.35,In-store,September,2021,6,Autumn,10125,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Women's Street Footwear,40,125,2000,0.4,In-store,September,2021,6,Autumn,5000,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40,100,1600,0.4,In-store,September,2021,6,Autumn,4000,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Men's Apparel,50,100,1500,0.3,In-store,September,2021,6,Autumn,5000,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Women's Apparel,55,200,4400,0.4,In-store,September,2021,6,Autumn,11000,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Men's Street Footwear,55,375,7218.75,0.35,In-store,October,2021,8,Autumn,20625,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Men's Athletic Footwear,50,200,3500,0.35,In-store,October,2021,8,Autumn,10000,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Women's Street Footwear,50,100,2000,0.4,In-store,October,2021,8,Autumn,5000,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Women's Athletic Footwear,50,75,1500,0.4,In-store,October,2021,8,Autumn,3750,,,,,,,
Foot Locker,Northeast,Rhode Island,Providence,Men's Apparel,60,75,1350,0.3,In-store,October,2021,8,Autumn,4500,,,,,,,
Foot Locker,Northeast,New Hampshire,Manchester,Men's Street Footwear,70,475,13300,0.4,Outlet,October,2021,19,Autumn,33250,,,,,,,
Foot Locker,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,65,300,7800,0.4,Outlet,October,2021,19,Autumn,19500,,,,,,,
Foot Locker,Northeast,New Hampshire,Manchester,Women's Street Footwear,65,200,3900,0.3,Outlet,October,2021,19,Autumn,13000,,,,,,,
Foot Locker,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,65,175,3412.5,0.3,Outlet,October,2021,19,Autumn,11375,,,,,,,
Foot Locker,Northeast,New Hampshire,Manchester,Men's Apparel,75,175,3937.5,0.3,Outlet,October,2021,19,Autumn,13125,,,,,,,
Foot Locker,Northeast,New Hampshire,Manchester,Women's Apparel,80,300,8400,0.35,Outlet,October,2021,19,Autumn,24000,,,,,,,
Foot Locker,Northeast,New Hampshire,Manchester,Men's Street Footwear,75,450,13500,0.4,Outlet,November,2021,18,Autumn,33750,,,,,,,
Foot Locker,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,65,325,8450,0.4,Outlet,November,2021,18,Autumn,21125,,,,,,,
Foot Locker,Northeast,New Hampshire,Manchester,Women's Street Footwear,65,345,6727.5,0.3,Outlet,November,2021,18,Autumn,22425,,,,,,,
Foot Locker,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,65,325,6337.5,0.3,Outlet,November,2021,18,Autumn,21125,,,,,,,
Foot Locker,Northeast,New Hampshire,Manchester,Men's Apparel,75,300,6750,0.3,Outlet,November,2021,18,Autumn,22500,,,,,,,
Foot Locker,Northeast,New Hampshire,Manchester,Women's Apparel,80,400,11200,0.35,Outlet,November,2021,18,Autumn,32000,,,,,,,
Foot Locker,Northeast,New Hampshire,Manchester,Men's Street Footwear,75,625,18750,0.4,Outlet,December,2021,17,Winter,46875,,,,,,,
Foot Locker,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,65,425,11050,0.4,Outlet,December,2021,17,Winter,27625,,,,,,,
Foot Locker,Northeast,New Hampshire,Manchester,Women's Street Footwear,65,400,7800,0.3,Outlet,December,2021,17,Winter,26000,,,,,,,
Foot Locker,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,65,350,6825,0.3,Outlet,December,2021,17,Winter,22750,,,,,,,
Foot Locker,Northeast,New Hampshire,Manchester,Men's Apparel,75,350,7875,0.3,Outlet,December,2021,17,Winter,26250,,,,,,,
Foot Locker,Northeast,New Hampshire,Manchester,Women's Apparel,80,450,12600,0.35,Outlet,December,2021,17,Winter,36000,,,,,,,
Foot Locker,Northeast,New Hampshire,Manchester,Men's Street Footwear,55,500,9625,0.35,Outlet,January,2021,24,Winter,27500,,,,,,,
Foot Locker,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,55,300,5775,0.35,Outlet,January,2021,24,Winter,16500,,,,,,,
Foot Locker,Northeast,New Hampshire,Manchester,Women's Street Footwear,45,300,3375,0.25,Outlet,January,2021,24,Winter,13500,,,,,,,
Foot Locker,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,50,150,1875,0.25,Outlet,January,2021,24,Winter,7500,,,,,,,
Foot Locker,Northeast,New Hampshire,Manchester,Men's Apparel,65,200,3250,0.25,Outlet,January,2021,24,Winter,13000,,,,,,,
Foot Locker,Northeast,New Hampshire,Manchester,Women's Apparel,55,300,4950,0.3,Outlet,January,2021,24,Winter,16500,,,,,,,
Foot Locker,Northeast,New Hampshire,Manchester,Men's Street Footwear,55,575,11068.75,0.35,Outlet,February,2021,22,Winter,31625,,,,,,,
Foot Locker,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,55,225,4331.25,0.35,Outlet,February,2021,22,Winter,12375,,,,,,,
Foot Locker,Northeast,New Hampshire,Manchester,Women's Street Footwear,45,275,3093.75,0.25,Outlet,February,2021,22,Winter,12375,,,,,,,
Foot Locker,Northeast,New York,New York,Men's Street Footwear,47,336,9633,0.61,Online,January,2020,1,Winter,15792,,,,,,,
Foot Locker,Northeast,New York,New York,Men's Athletic Footwear,47,260,5132,0.42,Online,January,2020,2,Winter,12220,,,,,,,
Foot Locker,Northeast,New York,New York,Women's Street Footwear,36,250,4140,0.46,Online,January,2020,3,Winter,9000,,,,,,,
Foot Locker,Northeast,New York,New York,Women's Athletic Footwear,41,247,4658,0.46,Online,January,2020,4,Winter,10127,,,,,,,
Foot Locker,Northeast,New York,New York,Men's Apparel,55,234,5148,0.4,Online,January,2020,5,Winter,12870,,,,,,,
Foot Locker,Northeast,New York,New York,Women's Apparel,46,260,4425,0.37,Online,January,2020,6,Winter,11960,,,,,,,
Foot Locker,Northeast,New York,New York,Men's Street Footwear,46,313,8927,0.62,Online,January,2020,7,Winter,14398,,,,,,,
Foot Locker,Northeast,New York,New York,Men's Athletic Footwear,46,261,5283,0.44,Online,January,2020,8,Winter,12006,,,,,,,
Foot Locker,Northeast,New York,New York,Women's Street Footwear,36,276,4670,0.47,Online,January,2020,21,Winter,9936,,,,,,,
Foot Locker,Northeast,New York,New York,Women's Athletic Footwear,44,206,4441,0.49,Online,January,2020,22,Winter,9064,,,,,,,
Foot Locker,Northeast,New York,New York,Men's Apparel,58,243,6060,0.43,Online,January,2020,23,Winter,14094,,,,,,,
Foot Locker,Northeast,New York,New York,Women's Apparel,48,290,5290,0.38,Online,January,2020,24,Winter,13920,,,,,,,
Foot Locker,Northeast,New York,New York,Men's Street Footwear,46,354,10259,0.63,Online,January,2020,25,Winter,16284,,,,,,,
Foot Locker,Northeast,New York,New York,Men's Athletic Footwear,48,259,5346,0.43,Online,January,2020,26,Winter,12432,,,,,,,
Foot Locker,Northeast,New York,New York,Women's Street Footwear,39,247,4720,0.49,Online,January,2020,27,Winter,9633,,,,,,,
Foot Locker,Northeast,New York,New York,Women's Athletic Footwear,43,216,4644,0.5,Online,January,2020,28,Winter,9288,,,,,,,
Foot Locker,Northeast,New York,New York,Men's Apparel,59,230,5699,0.42,Online,January,2020,29,Winter,13570,,,,,,,
Foot Locker,Northeast,New York,New York,Women's Apparel,45,238,3749,0.35,Online,January,2020,30,Winter,10710,,,,,,,
Foot Locker,Northeast,New York,New York,Men's Street Footwear,45,300,8370,0.62,Online,January,2020,31,Winter,13500,,,,,,,
Foot Locker,Northeast,New York,New York,Men's Athletic Footwear,47,234,4509,0.41,Online,February,2020,1,Winter,10998,,,,,,,
Foot Locker,Northeast,New York,New York,Women's Street Footwear,39,252,4914,0.5,Online,February,2020,2,Winter,9828,,,,,,,
Foot Locker,Northeast,New York,New York,Women's Athletic Footwear,41,239,4802,0.49,Online,February,2020,3,Winter,9799,,,,,,,
Foot Locker,Northeast,New York,New York,Men's Apparel,56,215,5057,0.42,Online,February,2020,4,Winter,12040,,,,,,,
Foot Locker,Northeast,New York,New York,Women's Apparel,49,238,4315,0.37,Online,February,2020,5,Winter,11662,,,,,,,
Foot Locker,Northeast,New York,New York,Men's Street Footwear,54,317,10956,0.64,Online,February,2020,6,Winter,17118,,,,,,,
Foot Locker,Northeast,New York,New York,Men's Athletic Footwear,50,259,5180,0.4,Online,February,2020,7,Winter,12950,,,,,,,
